iso3,country,scenario,year,gdp_pc,population,urbanization,education_years,gini,corruption,poverty_3usd,poverty_4_2usd,poverty_8_3usd
ARM,Armenia,SSP1,2030,32719.867947276292,163146891.9291051,42.98042692950158,9.517344384136116,41.522437065861276,-0.8070991745600046,0.5818749999999999,2.60925,17.9235
ARM,Armenia,SSP1,2050,41255.48567265272,174940643.1528958,44.98042692950158,10.267344384136116,39.022437065861276,-0.6070991745600045,0.41562499999999997,1.9477499999999999,13.940499999999998
ARM,Armenia,SSP1,2100,62594.52998609379,204425021.21237263,49.98042692950158,12.142344384136116,32.772437065861276,-0.1070991745600045,0.0,0.29399999999999993,3.9829999999999988
ARM,Armenia,SSP2,2030,32719.867947276292,163146891.9291051,42.98042692950158,9.517344384136116,42.147437065861276,-0.8570991745600045,0.9143749999999999,4.100250000000001,28.1655
ARM,Armenia,SSP2,2050,41255.48567265272,174940643.1528958,44.98042692950158,10.267344384136116,40.897437065861276,-0.7570991745600045,0.653125,3.0607500000000005,21.9065
ARM,Armenia,SSP2,2100,62594.52998609379,204425021.21237263,49.98042692950158,12.142344384136116,37.772437065861276,-0.5070991745600045,0.0,0.462,6.258999999999999
ARM,Armenia,SSP3,2030,30230.31277737484,169043767.54100046,42.48042692950158,9.267344384136116,43.397437065861276,-0.9820991745600045,1.413125,6.336749999999999,43.528499999999994
ARM,Armenia,SSP3,2050,33786.82016294835,192631269.98858193,43.48042692950158,9.517344384136116,44.647437065861276,-1.1320991745600044,1.009375,4.73025,33.85549999999999
ARM,Armenia,SSP3,2100,42678.08862688213,251600026.10753557,45.98042692950158,10.142344384136116,47.772437065861276,-1.5070991745600044,0.0,0.7139999999999999,9.672999999999996
ARM,Armenia,SSP5,2030,32719.867947276292,163146891.9291051,42.98042692950158,9.517344384136116,42.522437065861276,-0.8820991745600045,0.7481249999999999,3.35475,23.0445
ARM,Armenia,SSP5,2050,41255.48567265272,174940643.1528958,44.98042692950158,10.267344384136116,42.022437065861276,-0.8320991745600046,0.534375,2.50425,17.9235
ARM,Armenia,SSP5,2100,62594.52998609379,204425021.21237263,49.98042692950158,12.142344384136116,40.772437065861276,-0.7070991745600046,0.0,0.37799999999999995,5.120999999999999
AUS,Australia,SSP1,2030,42823.24162182593,36244336.88678743,34.90309557911677,13.863855372533333,52.71896099223678,0.7167946962329222,0.30624999999999997,0.310625,0.4724999999999999
AUS,Australia,SSP1,2050,53994.52204491096,38864409.43282025,36.90309557911677,14.613855372533333,50.21896099223678,0.9167946962329223,0.21875,0.23187499999999997,0.36749999999999994
AUS,Australia,SSP1,2100,81922.72310262354,45414590.79790232,41.90309557911677,16.488855372533333,43.96896099223678,1.4167946962329223,0.0,0.03499999999999999,0.10499999999999995
AUS,Australia,SSP2,2030,42823.24162182593,36244336.88678743,34.90309557911677,13.863855372533333,53.34396099223678,0.6667946962329223,0.48125000000000007,0.48812500000000003,0.7425
AUS,Australia,SSP2,2050,53994.52204491096,38864409.43282025,36.90309557911677,14.613855372533333,52.09396099223678,0.7667946962329223,0.34375,0.364375,0.5775
AUS,Australia,SSP2,2100,81922.72310262354,45414590.79790232,41.90309557911677,16.488855372533333,48.96896099223678,1.0167946962329224,0.0,0.05499999999999999,0.16499999999999998
AUS,Australia,SSP3,2030,39564.95149842614,37554373.15980384,34.40309557911677,13.613855372533333,54.59396099223678,0.5417946962329223,0.74375,0.7543749999999999,1.1475
AUS,Australia,SSP3,2050,44219.65167471157,42794518.25186949,35.40309557911677,13.863855372533333,55.84396099223678,0.3917946962329223,0.53125,0.563125,0.8924999999999998
AUS,Australia,SSP3,2100,55856.40211542514,55894880.982033625,37.90309557911677,14.488855372533333,58.96896099223678,0.01679469623292229,0.0,0.08499999999999998,0.25499999999999995
AUS,Australia,SSP5,2030,42823.24162182593,36244336.88678743,34.90309557911677,13.863855372533333,53.71896099223678,0.6417946962329223,0.39375,0.399375,0.6075
AUS,Australia,SSP5,2050,53994.52204491096,38864409.43282025,36.90309557911677,14.613855372533333,53.21896099223678,0.6917946962329222,0.28125,0.298125,0.4725
AUS,Australia,SSP5,2100,81922.72310262354,45414590.79790232,41.90309557911677,16.488855372533333,51.96896099223678,0.8167946962329222,0.0,0.04499999999999999,0.13499999999999998
AUT,Austria,SSP1,2030,22617.738403863823,21203128.838043034,72.05398159072942,8.776524937396013,27.411147045343366,0.09035382022254038,0.15312499999999998,0.18637499999999999,0.315
AUT,Austria,SSP1,2050,28518.017987480474,22735885.13958831,74.05398159072942,9.526524937396013,24.911147045343366,0.2903538202225404,0.109375,0.139125,0.24499999999999997
AUT,Austria,SSP1,2100,43268.7169465221,26567775.89345151,79.05398159072942,11.401524937396013,18.661147045343366,0.7903538202225404,0.0,0.020999999999999994,0.06999999999999998
AUT,Austria,SSP2,2030,22617.738403863823,21203128.838043034,72.05398159072942,8.776524937396013,28.036147045343366,0.040353820222540374,0.24062500000000003,0.292875,0.49500000000000005
AUT,Austria,SSP2,2050,28518.017987480474,22735885.13958831,74.05398159072942,9.526524937396013,26.786147045343366,0.1403538202225404,0.171875,0.218625,0.385
AUT,Austria,SSP2,2100,43268.7169465221,26567775.89345151,79.05398159072942,11.401524937396013,23.661147045343366,0.3903538202225404,0.0,0.032999999999999995,0.10999999999999999
AUT,Austria,SSP3,2030,20896.823525308966,21969506.98881567,71.55398159072942,8.526524937396013,29.286147045343366,-0.08464617977745963,0.371875,0.452625,0.765
AUT,Austria,SSP3,2050,23355.273351815904,25035019.59190623,72.55398159072942,8.776524937396013,30.536147045343366,-0.2346461797774596,0.265625,0.337875,0.595
AUT,Austria,SSP3,2100,29501.397918083247,32698801.09963263,75.05398159072942,9.401524937396013,33.66114704534337,-0.6096461797774596,0.0,0.05099999999999999,0.16999999999999996
AUT,Austria,SSP5,2030,22617.738403863823,21203128.838043034,72.05398159072942,8.776524937396013,28.411147045343366,0.015353820222540372,0.196875,0.239625,0.405
AUT,Austria,SSP5,2050,28518.017987480474,22735885.13958831,74.05398159072942,9.526524937396013,27.911147045343366,0.06535382022254038,0.140625,0.178875,0.315
AUT,Austria,SSP5,2100,43268.7169465221,26567775.89345151,79.05398159072942,11.401524937396013,26.661147045343366,0.19035382022254038,0.0,0.026999999999999996,0.08999999999999998
AZE,Azerbaijan,SSP1,2030,4593.714358385067,188778063.51419055,46.52679889600101,11.00022284353982,33.10133228268233,0.14013604235562163,0.0,0.09318749999999999,11.3085
AZE,Azerbaijan,SSP1,2050,5792.074625789866,202424670.51521638,48.52679889600101,11.75022284353982,30.60133228268233,0.34013604235562167,0.0,0.0695625,8.795499999999999
AZE,Azerbaijan,SSP1,2100,8787.975294301867,236541188.01778093,53.52679889600101,13.62522284353982,24.35133228268233,0.8401360423556217,0.0,0.010499999999999997,2.5129999999999995
AZE,Azerbaijan,SSP2,2030,4593.714358385067,188778063.51419055,46.52679889600101,11.00022284353982,33.72633228268233,0.09013604235562163,0.0,0.1464375,17.770500000000002
AZE,Azerbaijan,SSP2,2050,5792.074625789866,202424670.51521638,48.52679889600101,11.75022284353982,32.47633228268233,0.19013604235562165,0.0,0.1093125,13.8215
AZE,Azerbaijan,SSP2,2100,8787.975294301867,236541188.01778093,53.52679889600101,13.62522284353982,29.35133228268233,0.44013604235562165,0.0,0.016499999999999997,3.9489999999999994
AZE,Azerbaijan,SSP3,2030,4244.192613725333,195601367.01470345,46.02679889600101,10.75022284353982,34.97633228268233,-0.03486395764437837,0.0,0.2263125,27.463499999999996
AZE,Azerbaijan,SSP3,2050,4743.509391810667,222894581.0167551,47.02679889600101,11.00022284353982,36.22633228268233,-0.18486395764437835,0.0,0.1689375,21.3605
AZE,Azerbaijan,SSP3,2100,5991.8013370240005,291127616.0218842,49.52679889600101,11.62522284353982,39.35133228268233,-0.5598639576443784,0.0,0.025499999999999995,6.102999999999998
AZE,Azerbaijan,SSP5,2030,4593.714358385067,188778063.51419055,46.52679889600101,11.00022284353982,34.10133228268233,0.06513604235562162,0.0,0.1198125,14.539500000000002
AZE,Azerbaijan,SSP5,2050,5792.074625789866,202424670.51521638,48.52679889600101,11.75022284353982,33.60133228268233,0.11513604235562164,0.0,0.0894375,11.3085
AZE,Azerbaijan,SSP5,2100,8787.975294301867,236541188.01778093,53.52679889600101,13.62522284353982,32.35133228268233,0.24013604235562164,0.0,0.013499999999999998,3.2309999999999994
BDI,Burundi,SSP1,2030,38765.57563219675,39203013.02393913,89.17507766587352,12.126328233611146,51.93496824692568,0.8896547008552976,22.72375,27.086499999999997,30.680999999999997
BDI,Burundi,SSP1,2050,48878.33449276982,42036965.77265762,91.17507766587352,12.876328233611146,49.43496824692568,1.0896547008552977,16.23125,20.2195,23.862999999999996
BDI,Burundi,SSP1,2100,74160.23164420249,49121847.644453846,96.17507766587352,14.751328233611146,43.18496824692568,1.5896547008552977,0.0,3.051999999999999,6.817999999999998
BDI,Burundi,SSP2,2030,38765.57563219675,39203013.02393913,89.17507766587352,12.126328233611146,52.55996824692568,0.8396547008552977,35.70875,42.5645,48.21300000000001
BDI,Burundi,SSP2,2050,48878.33449276982,42036965.77265762,91.17507766587352,12.876328233611146,51.30996824692568,0.9396547008552977,25.50625,31.773500000000006,37.499
BDI,Burundi,SSP2,2100,74160.23164420249,49121847.644453846,96.17507766587352,14.751328233611146,48.18496824692568,1.1896547008552978,0.0,4.795999999999999,10.713999999999999
BDI,Burundi,SSP3,2030,35816.02096452961,40619989.398298375,88.67507766587352,11.876328233611146,53.80996824692568,0.7146547008552977,55.18625,65.7815,74.51100000000001
BDI,Burundi,SSP3,2050,40029.67048976839,46287894.89573536,89.67507766587352,12.126328233611146,55.05996824692568,0.5646547008552977,39.41875,49.1045,57.953
BDI,Burundi,SSP3,2100,50563.79430286533,60457658.63932782,92.17507766587352,12.751328233611146,58.18496824692568,0.18965470085529768,0.0,7.411999999999999,16.557999999999996
BDI,Burundi,SSP5,2030,38765.57563219675,39203013.02393913,89.17507766587352,12.126328233611146,52.93496824692568,0.8146547008552977,29.216250000000002,34.8255,39.447
BDI,Burundi,SSP5,2050,48878.33449276982,42036965.77265762,91.17507766587352,12.876328233611146,52.43496824692568,0.8646547008552976,20.86875,25.9965,30.681
BDI,Burundi,SSP5,2100,74160.23164420249,49121847.644453846,96.17507766587352,14.751328233611146,51.18496824692568,0.9896547008552976,0.0,3.9239999999999995,8.766
BEL,Belgium,SSP1,2030,42179.928586699374,191369959.24846026,36.30955012311517,6.334828624191452,25.10681866731614,-0.2493393384734713,0.030624999999999996,0.031062499999999996,0.0945
BEL,Belgium,SSP1,2050,53183.38821801226,205203932.20618027,38.30955012311517,7.084828624191452,22.60681866731614,-0.04933933847347127,0.021875,0.023187499999999996,0.0735
BEL,Belgium,SSP1,2100,80692.03729629447,239788864.60048032,43.30955012311517,8.959828624191452,16.35681866731614,0.4506606615265287,0.0,0.0034999999999999988,0.020999999999999994
BEL,Belgium,SSP2,2030,42179.928586699374,191369959.24846026,36.30955012311517,6.334828624191452,25.73181866731614,-0.29933933847347133,0.04812500000000001,0.0488125,0.14850000000000002
BEL,Belgium,SSP2,2050,53183.38821801226,205203932.20618027,38.30955012311517,7.084828624191452,24.48181866731614,-0.1993393384734713,0.034375,0.036437500000000005,0.11549999999999999
BEL,Belgium,SSP2,2100,80692.03729629447,239788864.60048032,43.30955012311517,8.959828624191452,21.35681866731614,0.050660661526528705,0.0,0.0055,0.032999999999999995
BEL,Belgium,SSP3,2030,38970.586194233125,198286945.72732025,35.80955012311517,6.084828624191452,26.98181866731614,-0.42433933847347133,0.07437500000000001,0.0754375,0.2295
BEL,Belgium,SSP3,2050,43555.36104061349,225954891.6427603,36.80955012311517,6.334828624191452,28.23181866731614,-0.5743393384734713,0.053125000000000006,0.0563125,0.1785
BEL,Belgium,SSP3,2100,55017.29815656441,295124756.4313604,39.30955012311517,6.959828624191452,31.35681866731614,-0.9493393384734713,0.0,0.008499999999999999,0.05099999999999999
BEL,Belgium,SSP5,2030,42179.928586699374,191369959.24846026,36.30955012311517,6.334828624191452,26.10681866731614,-0.3243393384734713,0.03937500000000001,0.0399375,0.12150000000000001
BEL,Belgium,SSP5,2050,53183.38821801226,205203932.20618027,38.30955012311517,7.084828624191452,25.60681866731614,-0.2743393384734713,0.028125000000000004,0.029812500000000002,0.0945
BEL,Belgium,SSP5,2100,80692.03729629447,239788864.60048032,43.30955012311517,8.959828624191452,24.35681866731614,-0.1493393384734713,0.0,0.0045,0.026999999999999996
BEN,Benin,SSP1,2030,28224.77522228845,57060899.472617984,80.72425054911577,7.942533266935893,32.17803529062142,0.18539216631649694,8.33,15.53125,27.2475
BEN,Benin,SSP1,2050,35587.760062885434,61185783.77184338,82.72425054911577,8.692533266935893,29.678035290621423,0.385392166316497,5.949999999999999,11.59375,21.1925
BEN,Benin,SSP1,2100,53995.22216437791,71497994.51990686,87.72425054911577,10.567533266935893,23.428035290621423,0.885392166316497,0.0,1.7499999999999996,6.054999999999998
BEN,Benin,SSP2,2030,28224.77522228845,57060899.472617984,80.72425054911577,7.942533266935893,32.80303529062142,0.13539216631649692,13.09,24.406250000000004,42.8175
BEN,Benin,SSP2,2050,35587.760062885434,61185783.77184338,82.72425054911577,8.692533266935893,31.553035290621423,0.23539216631649695,9.350000000000001,18.21875,33.3025
BEN,Benin,SSP2,2100,53995.22216437791,71497994.51990686,87.72425054911577,10.567533266935893,28.428035290621423,0.48539216631649695,0.0,2.7499999999999996,9.514999999999999
BEN,Benin,SSP3,2030,26077.237977114328,59123341.62223067,80.22425054911577,7.692533266935893,34.05303529062142,0.010392166316496934,20.229999999999997,37.71875,66.1725
BEN,Benin,SSP3,2050,29145.148327363073,67373110.22068147,81.22425054911577,7.942533266935893,35.30303529062142,-0.13960783368350305,14.45,28.15625,51.467499999999994
BEN,Benin,SSP3,2100,36814.924202984934,87997531.71680845,83.72425054911577,8.567533266935893,38.42803529062142,-0.514607833683503,0.0,4.249999999999999,14.704999999999995
BEN,Benin,SSP5,2030,28224.77522228845,57060899.472617984,80.72425054911577,7.942533266935893,33.17803529062142,0.11039216631649693,10.71,19.96875,35.032500000000006
BEN,Benin,SSP5,2050,35587.760062885434,61185783.77184338,82.72425054911577,8.692533266935893,32.67803529062142,0.16039216631649694,7.65,14.90625,27.247500000000002
BEN,Benin,SSP5,2100,53995.22216437791,71497994.51990686,87.72425054911577,10.567533266935893,31.428035290621423,0.28539216631649694,0.0,2.2499999999999996,7.784999999999999
BFA,Burkina Faso,SSP1,2030,11699.645805816668,166661094.13893095,35.47303862078625,14.243869366005173,46.91734307889972,-0.5025686369316552,12.893125,20.066374999999994,28.476000000000003
BFA,Burkina Faso,SSP1,2050,14751.727320377538,178708884.07668498,37.47303862078625,14.993869366005173,44.41734307889972,-0.30256863693165514,9.209375,14.979124999999996,22.148
BFA,Burkina Faso,SSP1,2100,22381.931106779717,208828358.92107007,42.47303862078625,16.86886936600517,38.16734307889972,0.19743136306834486,0.0,2.2609999999999992,6.3279999999999985
BFA,Burkina Faso,SSP2,2030,11699.645805816668,166661094.13893095,35.47303862078625,14.243869366005173,47.54234307889972,-0.5525686369316551,20.260625,31.532875,44.748000000000005
BFA,Burkina Faso,SSP2,2050,14751.727320377538,178708884.07668498,37.47303862078625,14.993869366005173,46.29234307889972,-0.45256863693165517,14.471875,23.538625,34.804
BFA,Burkina Faso,SSP2,2100,22381.931106779717,208828358.92107007,42.47303862078625,16.86886936600517,43.16734307889972,-0.20256863693165517,0.0,3.5529999999999995,9.943999999999999
BFA,Burkina Faso,SSP3,2030,10809.455364069749,172684989.10780793,34.97303862078625,13.993869366005173,48.79234307889972,-0.6775686369316551,31.311875000000004,48.73262499999999,69.156
BFA,Burkina Faso,SSP3,2050,12081.155995136778,196780568.98331603,35.97303862078625,14.243869366005173,50.04234307889972,-0.8275686369316552,22.365625,36.377874999999996,53.788
BFA,Burkina Faso,SSP3,2100,15260.40757280435,257019518.67208624,38.47303862078625,14.868869366005173,53.16734307889972,-1.2025686369316553,0.0,5.490999999999999,15.367999999999997
BFA,Burkina Faso,SSP5,2030,11699.645805816668,166661094.13893095,35.47303862078625,14.243869366005173,47.91734307889972,-0.5775686369316552,16.576875,25.799624999999995,36.61200000000001
BFA,Burkina Faso,SSP5,2050,14751.727320377538,178708884.07668498,37.47303862078625,14.993869366005173,47.41734307889972,-0.5275686369316552,11.840625,19.258874999999996,28.476000000000003
BFA,Burkina Faso,SSP5,2100,22381.931106779717,208828358.92107007,42.47303862078625,16.86886936600517,46.16734307889972,-0.4025686369316552,0.0,2.906999999999999,8.136
BGD,Bangladesh,SSP1,2030,2668.3252121442797,169399705.17235622,73.41144063085703,11.665071680409874,46.88811040057837,-0.7519106965318193,1.806875,6.367812499999999,22.5225
BGD,Bangladesh,SSP1,2050,3364.410050094961,181645466.9920446,75.41144063085703,12.415071680409874,44.38811040057837,-0.5519106965318192,1.290625,4.7534374999999995,17.5175
BGD,Bangladesh,SSP1,2100,5104.622144971666,212259871.5412656,80.41144063085703,14.290071680409874,38.13811040057837,-0.051910696531819234,0.0,0.7174999999999998,5.004999999999999
BGD,Bangladesh,SSP2,2030,2668.3252121442797,169399705.17235622,73.41144063085703,11.665071680409874,47.51311040057837,-0.8019106965318192,2.8393750000000004,10.0065625,35.392500000000005
BGD,Bangladesh,SSP2,2050,3364.410050094961,181645466.9920446,75.41144063085703,12.415071680409874,46.26311040057837,-0.7019106965318193,2.028125,7.4696875,27.5275
BGD,Bangladesh,SSP2,2100,5104.622144971666,212259871.5412656,80.41144063085703,14.290071680409874,43.13811040057837,-0.45191069653181926,0.0,1.1274999999999997,7.864999999999998
BGD,Bangladesh,SSP3,2030,2465.3004677419976,175522586.08220038,72.91144063085703,11.415071680409874,48.76311040057837,-0.9269106965318192,4.3881250000000005,15.4646875,54.6975
BGD,Bangladesh,SSP3,2050,2755.335816888115,200014109.72157723,73.91144063085703,11.665071680409874,50.01311040057837,-1.0769106965318191,3.1343750000000004,11.5440625,42.5425
BGD,Bangladesh,SSP3,2100,3480.4241897534084,261242918.82001922,76.41144063085703,12.290071680409874,53.13811040057837,-1.4519106965318191,0.0,1.7424999999999997,12.154999999999998
BGD,Bangladesh,SSP5,2030,2668.3252121442797,169399705.17235622,73.41144063085703,11.665071680409874,47.88811040057837,-0.8269106965318193,2.323125,8.187187499999999,28.957500000000003
BGD,Bangladesh,SSP5,2050,3364.410050094961,181645466.9920446,75.41144063085703,12.415071680409874,47.38811040057837,-0.7769106965318193,1.6593750000000003,6.1115625,22.5225
BGD,Bangladesh,SSP5,2100,5104.622144971666,212259871.5412656,80.41144063085703,14.290071680409874,46.13811040057837,-0.6519106965318193,0.0,0.9224999999999998,6.435
BGR,Bulgaria,SSP1,2030,26209.66409390298,24960115.702207096,82.78620555253562,10.60798126827558,33.67694074557947,-0.7728832994279528,0.30624999999999997,0.49699999999999994,1.3860000000000001
BGR,Bulgaria,SSP1,2050,33046.96777057333,26764461.415619653,84.78620555253562,11.35798126827558,31.176940745579472,-0.5728832994279527,0.21875,0.37099999999999994,1.0779999999999998
BGR,Bulgaria,SSP1,2100,50140.22696224919,31275325.699151058,89.78620555253562,13.23298126827558,24.926940745579472,-0.07288329942795269,0.0,0.05599999999999998,0.30799999999999994
BGR,Bulgaria,SSP2,2030,26209.66409390298,24960115.702207096,82.78620555253562,10.60798126827558,34.30194074557947,-0.8228832994279527,0.48125000000000007,0.781,2.1780000000000004
